#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2014 01 03 22 35 999 99.0 99.0  1.05 11.76  7.61 262 9999.0 999.0  15.2 999.0 99.0 99.00
2014 01 03 23 05 999 99.0 99.0  1.10 14.29  7.76 269 9999.0 999.0  14.7 999.0 99.0 99.00
2014 01 03 23 35 999 99.0 99.0  1.11 11.76  7.83 266 9999.0 999.0  15.3 999.0 99.0 99.00
2014 01 04 00 05 999 99.0 99.0  1.06 11.11  7.70 273 9999.0 999.0  16.7 999.0 99.0 99.00
2014 01 04 00 35 999 99.0 99.0  1.10 12.50  7.59 259 9999.0 999.0  16.7 999.0 99.0 99.00
2014 01 04 01 05 999 99.0 99.0  1.09 11.11  7.65 269 9999.0 999.0  16.5 999.0 99.0 99.00
2014 01 04 01 35 999 99.0 99.0  1.12 16.67  8.12 256 9999.0 999.0  16.6 999.0 99.0 99.00
2014 01 04 02 05 999 99.0 99.0  1.15 16.67  8.37 252 9999.0 999.0  16.5 999.0 99.0 99.00
2014 01 04 02 35 999 99.0 99.0  1.23 14.29  8.81 268 9999.0 999.0  16.2 999.0 99.0 99.00
2014 01 04 03 05 999 99.0 99.0  1.21 16.67  8.54 258 9999.0 999.0  16.6 999.0 99.0 99.00
2014 01 04 03 35 999 99.0 99.0  1.16 15.38  8.13 268 9999.0 999.0  16.2 999.0 99.0 99.00
2014 01 04 04 05 999 99.0 99.0  1.10 11.11  7.88 268 9999.0 999.0  16.0 999.0 99.0 99.00
2014 01 04 04 35 999 99.0 99.0  1.10 15.38  8.27 262 9999.0 999.0  15.5 999.0 99.0 99.00
2014 01 04 05 05 999 99.0 99.0  1.12 14.29  8.35 266 9999.0 999.0  16.7 999.0 99.0 99.00
2014 01 04 05 35 999 99.0 99.0  1.23 14.29  8.71 265 9999.0 999.0  14.9 999.0 99.0 99.00
2014 01 04 06 05 999 99.0 99.0  1.13 14.29  8.60 263 9999.0 999.0  14.0 999.0 99.0 99.00
2014 01 04 06 35 999 99.0 99.0  1.16 15.38  8.93 265 9999.0 999.0  14.0 999.0 99.0 99.00
2014 01 04 07 05 999 99.0 99.0  1.14 14.29  8.97 270 9999.0 999.0  13.7 999.0 99.0 99.00
2014 01 04 07 35 999 99.0 99.0  1.28 15.38  9.39 263 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 04 08 05 999 99.0 99.0  1.35 14.29  9.82 268 9999.0 999.0  13.6 999.0 99.0 99.00
2014 01 04 08 35 999 99.0 99.0  1.29 15.38  9.49 266 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 04 09 05 999 99.0 99.0  1.35 15.38  9.53 268 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 04 09 35 999 99.0 99.0  1.43 15.38  9.93 263 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 04 10 05 999 99.0 99.0  1.22 14.29  9.18 269 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 04 10 35 999 99.0 99.0  1.25 14.29  8.95 273 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 11 05 999 99.0 99.0  1.56 14.29  9.81 266 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 11 35 999 99.0 99.0  1.57 14.29  9.46 266 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 12 05 999 99.0 99.0  1.59 14.29  9.46 266 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 12 35 999 99.0 99.0  1.57 14.29  9.45 277 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 13 05 999 99.0 99.0  1.55 13.33  9.48 268 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 13 35 999 99.0 99.0  1.79 14.29 10.10 270 9999.0 999.0  13.4 999.0 99.0 99.00
2014 01 04 14 05 999 99.0 99.0  1.93 14.29 10.19 270 9999.0 999.0  13.5 999.0 99.0 99.00
2014 01 04 14 35 999 99.0 99.0  1.65 14.29  9.16 269 9999.0 999.0  13.5 999.0 99.0 99.00
